what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1436126110455
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1436126132105
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436126132106
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1436126136894
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1436126136894
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1436126140014
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1436126140194
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1436126140195
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1436126140856
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126144468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126149504
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1436126149520
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.AllMarkersView",1436126150839
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1436126164335
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126175362
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126185429
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126195635
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1436126210452
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1436126210641
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1436126210905
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126222460
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126223141
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436126223864
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.AllMarkersView",1436126227448
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436126230286
