what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276700885
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1436276700936
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276710581
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276711073
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276750397
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436276759873
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1436276771123
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436276807897
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436276815666
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436276894250
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436276923015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276951453
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1436276951528
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276964683
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1436276965590
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276971411
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1436276971465
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276987202
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436276995761
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1436276995818
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436277005354
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436277006814
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436277009497
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436277058638
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436277082104
